strategy,code,name,date,broke,stop_pct,r,hold
S1 도지-하락후,373220,LG에너지솔루션,2023-10-27,True,4.37,-1.069,2
S1 도지-하락후,373220,LG에너지솔루션,2024-04-08,True,5.22,-0.58,5
S1 도지-하락후,373220,LG에너지솔루션,2024-05-31,True,2.83,1.253,7
S1 도지-하락후,402340,SK스퀘어,2023-09-12,True,4.73,0.57,8
S1 도지-하락후,402340,SK스퀘어,2024-09-05,False,5.43,0.0,0
S1 도지-하락후,000660,SK하이닉스,2024-07-18,False,3.63,0.0,0
S1 도지-하락후,000660,SK하이닉스,2024-11-29,False,3.78,0.0,0
S1 도지-하락후,207940,삼성바이오로직스,2025-05-13,False,2.4,0.0,0
S1 도지-하락후,105560,KB금융,2025-02-07,True,2.27,-1.132,2
S1 도지-하락후,055550,신한지주,2023-10-04,False,2.4,0.0,0
S1 도지-하락후,055550,신한지주,2025-04-09,True,4.08,2.237,18
S1 도지-하락후,055550,신한지주,2026-06-12,True,7.93,-0.555,5
S1 도지-하락후,012330,현대모비스,2024-05-29,False,3.02,0.0,0
S1 도지-하락후,006400,삼성SDI,2023-07-31,False,3.79,0.0,0
S1 도지-하락후,006400,삼성SDI,2023-09-27,False,3.95,0.0,0
S1 도지-하락후,006400,삼성SDI,2023-10-04,True,4.18,0.875,7
S1 도지-하락후,006400,삼성SDI,2025-05-08,True,2.61,-1.115,4
S1 도지-하락후,006400,삼성SDI,2025-12-19,True,5.22,-1.058,5
S1 도지-하락후,066570,LG전자,2023-12-11,True,2.71,-0.299,5
S1 도지-하락후,000810,삼성화재,2026-03-27,True,3.78,-1.555,1
S1 도지-하락후,298040,효성중공업,2026-05-29,True,6.0,-1.05,2
S1 도지-하락후,267260,HD현대일렉트릭,2025-02-28,True,6.07,0.521,4
S1 도지-하락후,010130,고려아연,2025-03-21,False,7.43,0.0,0
S1 도지-하락후,316140,우리금융지주,2025-04-09,True,3.65,1.75,13
S1 도지-하락후,015760,한국전력,2026-06-09,False,6.58,0.0,0
S1 도지-하락후,096770,SK이노베이션,2025-12-19,False,4.23,0.0,0
S1 도지-하락후,006800,미래에셋증권,2024-08-06,True,6.12,1.807,15
S1 도지-하락후,006800,미래에셋증권,2025-11-07,True,7.51,-0.426,5
S1 도지-하락후,011200,HMM,2023-11-30,True,4.98,0.514,5
S1 도지-하락후,011200,HMM,2026-03-05,True,5.55,-1.054,2
S1 도지-하락후,051910,LG화학,2023-09-27,True,3.42,1.023,8
S1 도지-하락후,051910,LG화학,2024-11-14,False,5.55,0.0,0
S1 도지-하락후,051910,LG화학,2025-05-22,False,4.63,0.0,0
S1 도지-하락후,042700,한미반도체,2024-08-06,False,6.6,0.0,0
S1 도지-하락후,033780,KT&G,2025-02-28,True,3.16,-1.095,2
S1 도지-하락후,018260,삼성에스디에스,2025-04-09,True,3.88,0.487,5
S1 도지-하락후,018260,삼성에스디에스,2026-03-05,False,4.71,0.0,0
S1 도지-하락후,003550,LG,2024-01-18,True,2.38,-1.126,1
S1 도지-하락후,278470,에이피알,2024-08-28,False,7.64,0.0,0
S1 도지-하락후,003670,포스코퓨처엠,2023-10-24,False,7.82,0.0,0
S1 도지-하락후,003670,포스코퓨처엠,2023-10-27,False,6.37,0.0,0
S1 도지-하락후,003670,포스코퓨처엠,2024-06-03,True,6.44,0.817,8
S1 도지-하락후,000720,현대건설,2024-01-23,False,3.49,0.0,0
S1 도지-하락후,307950,현대오토에버,2024-11-15,True,5.78,1.325,4
S1 도지-하락후,247540,에코프로비엠,2023-10-20,True,6.6,-1.045,2
S1 도지-하락후,247540,에코프로비엠,2024-05-30,True,4.18,-1.072,1
S1 도지-하락후,247540,에코프로비엠,2024-09-12,False,7.0,0.0,0
S1 도지-하락후,005830,DB손해보험,2025-01-16,False,3.05,0.0,0
S1 도지-하락후,005830,DB손해보험,2025-02-26,False,3.36,0.0,0
S1 도지-하락후,323410,카카오뱅크,2023-10-24,True,6.4,-1.047,2
S1 도지-하락후,323410,카카오뱅크,2024-07-24,True,5.45,0.302,5
S1 도지-하락후,323410,카카오뱅크,2025-11-10,True,3.39,-0.681,5
S1 도지-하락후,006260,LS,2025-08-20,False,4.55,0.0,0
S1 도지-하락후,047050,포스코인터내셔널,2023-10-24,True,7.54,-1.04,1
S1 도지-하락후,047050,포스코인터내셔널,2024-12-06,False,7.69,0.0,0
S1 도지-하락후,047050,포스코인터내셔널,2026-07-31,False,6.46,0.0,0
S1 도지-하락후,003490,대한항공,2023-10-10,False,3.08,0.0,0
S1 도지-하락후,028050,삼성E&A,2024-10-02,False,6.11,0.0,0
S1 도지-하락후,443060,HD현대마린솔루션,2025-11-19,True,7.39,-1.041,4
S1 도지-하락후,443060,HD현대마린솔루션,2026-07-31,False,5.93,0.0,0
S1 도지-하락후,078930,GS,2024-04-15,False,5.33,0.0,0
S1 도지-하락후,078930,GS,2024-09-12,True,2.8,0.603,4
S1 도지-하락후,078930,GS,2026-06-11,True,6.57,0.454,4
S1 도지-하락후,352820,하이브,2024-04-25,False,5.54,0.0,0
S1 도지-하락후,352820,하이브,2024-12-04,False,4.8,0.0,0
S1 도지-하락후,161390,한국타이어앤테크놀로지,2024-10-08,True,3.97,-0.677,5
S1 도지-하락후,039490,키움증권,2024-08-06,False,6.8,0.0,0
S1 도지-하락후,180640,한진칼,2024-11-06,False,4.38,0.0,0
S1 도지-하락후,180640,한진칼,2024-11-14,True,5.1,-1.059,2
S1 도지-하락후,326030,SK바이오팜,2024-08-06,True,5.71,-1.066,1
S1 도지-하락후,036930,주성엔지니어링,2024-07-18,True,4.73,-1.063,2
S1 도지-하락후,241560,두산밥캣,2023-09-27,False,3.2,0.0,0
S1 도지-하락후,000100,유한양행,2025-03-07,True,5.11,0.516,5
S1 도지-하락후,000100,유한양행,2026-05-12,True,4.95,-1.061,4
S1 도지-하락후,021240,코웨이,2024-07-05,True,7.45,0.823,8
S1 도지-하락후,021240,코웨이,2025-04-09,False,6.62,0.0,0
S1 도지-하락후,021240,코웨이,2025-10-13,False,3.81,0.0,0
S1 도지-하락후,377300,카카오페이,2023-07-26,True,4.49,0.83,6
S1 도지-하락후,062040,산일전기,2025-01-22,True,5.48,-1.422,3
S1 도지-하락후,175330,JB금융지주,2024-12-05,False,6.41,0.0,0
S1 도지-하락후,058470,리노공업,2025-04-07,False,6.86,0.0,0
S1 도지-하락후,058470,리노공업,2026-04-28,False,3.55,0.0,0
S1 도지-하락후,010060,OCI홀딩스,2023-08-31,False,3.18,0.0,0
S1 도지-하락후,028300,HLB,2025-08-11,True,6.42,-1.047,4
S1 도지-하락후,036570,NC,2023-12-11,False,5.27,0.0,0
S1 도지-하락후,128940,한미약품,2025-06-17,False,6.48,0.0,0
S1 도지-하락후,128940,한미약품,2026-03-12,True,7.32,0.803,7
S1 도지-하락후,240810,원익IPS,2025-04-03,True,5.51,-1.248,2
S1 도지-하락후,051900,LG생활건강,2026-06-01,False,5.75,0.0,0
S1 도지-하락후,000500,가온전선,2025-02-25,True,4.65,-1.336,3
S1 도지-하락후,138930,BNK금융지주,2024-08-06,True,5.28,0.721,7
S1 도지-하락후,138930,BNK금융지주,2025-03-31,True,2.57,-1.764,3
S1 도지-하락후,011790,SKC,2023-10-19,False,4.78,0.0,0
S1 도지-하락후,111770,영원무역,2024-03-28,True,4.7,-0.654,5
S1 도지-하락후,066970,엘앤에프,2025-05-26,False,7.59,0.0,0
S1 도지-하락후,052690,한전기술,2025-06-04,True,6.12,1.591,4
S1 도지-하락후,145020,휴젤,2025-10-14,True,3.7,-1.081,3
S1 도지-하락후,145020,휴젤,2026-03-12,False,7.11,0.0,0
S1 도지-하락후,251270,넷마블,2025-03-04,True,3.58,-0.684,5
S1 도지-하락후,310210,보로노이,2025-12-10,False,6.81,0.0,0
S1 도지-하락후,035250,강원랜드,2024-04-04,True,2.91,-1.103,5
S1 도지-하락후,009420,한올바이오파마,2025-11-12,True,6.89,0.743,5
S1 도지-하락후,214150,클래시스,2024-01-18,True,5.14,-1.058,3
S1 도지-하락후,214150,클래시스,2025-10-15,True,3.31,-1.091,3
S1 도지-하락후,347850,디앤디파마텍,2025-12-09,True,7.63,-1.039,1
S1 도지-하락후,095340,ISC,2025-01-31,False,6.52,0.0,0
S1 도지-하락후,095340,ISC,2025-04-03,False,6.67,0.0,0
S1 도지-하락후,103590,일진전기,2025-08-20,False,5.85,0.0,0
S1 도지-하락후,017800,현대엘리베이터,2026-05-22,True,5.51,-1.054,3
S1 도지-하락후,012750,에스원,2026-05-08,False,3.76,0.0,0
S1 도지-하락후,084370,유진테크,2024-12-12,False,7.15,0.0,0
S1 도지-하락후,375500,DL이앤씨,2023-07-10,False,4.17,0.0,0
S1 도지-하락후,095610,테스,2024-11-13,False,3.92,0.0,0
S1 도지-하락후,139130,iM금융지주,2026-03-05,False,6.28,0.0,0
S1 도지-하락후,004800,효성,2023-07-07,True,6.85,0.458,5
S1 도지-하락후,383220,F&F,2024-01-18,False,5.46,0.0,0
S1 도지-하락후,282330,BGF리테일,2023-09-22,True,3.15,-1.095,2
S1 도지-하락후,282330,BGF리테일,2024-12-06,False,3.48,0.0,0
S1 도지-하락후,489790,한화비전,2025-11-03,True,3.49,-1.086,2
S1 도지-하락후,489790,한화비전,2025-12-15,True,4.11,-1.212,3
S1 도지-하락후,003690,코리안리,2025-04-01,False,2.2,0.0,0
S1 도지-하락후,204320,HL만도,2024-02-07,True,4.97,0.349,5
S1 도지-하락후,014680,한솔케미칼,2024-07-26,False,4.49,0.0,0
S1 도지-하락후,014680,한솔케미칼,2024-08-28,False,4.19,0.0,0
S1 도지-하락후,001720,신영증권,2026-01-05,True,3.88,-1.077,4
S1 도지-하락후,000240,한국앤컴퍼니,2025-12-15,False,4.61,0.0,0
S1 도지-하락후,357780,솔브레인,2023-10-26,True,4.29,0.725,7
S1 도지-하락후,357780,솔브레인,2024-07-25,True,3.63,-1.083,2
S1 도지-하락후,357780,솔브레인,2024-09-04,False,4.24,0.0,0
S1 도지-하락후,081660,미스토홀딩스,2026-03-20,False,3.83,0.0,0
S1 도지-하락후,007070,GS리테일,2026-02-06,True,5.64,0.93,5
S1 도지-하락후,263750,펄어비스,2024-08-21,True,6.38,-1.398,3
S1 도지-하락후,067310,하나마이크론,2024-09-04,False,5.62,0.0,0
S1 도지-하락후,067310,하나마이크론,2025-11-11,True,7.32,-0.055,5
S1 도지-하락후,237690,에스티팜,2023-10-20,True,5.36,-0.416,5
S1 도지-하락후,237690,에스티팜,2025-09-10,False,4.45,0.0,0
S1 도지-하락후,069960,현대백화점,2026-03-31,True,4.88,-1.061,2
S1 도지-하락후,073240,금호타이어,2026-01-07,False,3.74,0.0,0
S1 도지-하락후,457190,이수스페셜티케미컬,2025-01-24,False,5.56,0.0,0
S1 도지-하락후,336260,두산퓨얼셀,2023-09-22,False,3.44,0.0,0
S1 도지-하락후,032820,우리기술,2025-04-10,True,4.06,1.607,5
S1 도지-하락후,051600,한전KPS,2025-04-07,False,3.61,0.0,0
S1 도지-하락후,462870,시프트업,2025-05-26,False,5.21,0.0,0
S1 도지-하락후,462870,시프트업,2026-01-12,False,4.42,0.0,0
S1 도지-하락후,002790,아모레퍼시픽홀딩스,2024-08-09,False,4.53,0.0,0
S1 도지-하락후,068760,셀트리온제약,2026-06-02,True,7.86,-1.299,3
S1 도지-하락후,120110,코오롱인더,2025-04-03,True,2.67,-1.112,1
S1 도지-하락후,011210,현대위아,2024-12-06,False,7.05,0.0,0
S1 도지-하락후,290650,엘앤씨바이오,2025-05-16,True,5.66,2.811,7
S1 도지-하락후,008770,호텔신라,2023-10-30,True,6.2,1.145,7
S1 도지-하락후,008770,호텔신라,2026-07-30,True,7.9,-1.038,2
S1 도지-하락후,008770,호텔신라,2026-08-04,True,4.88,1.106,4
S1 도지-하락후,041510,에스엠,2024-07-19,False,5.95,0.0,0
S1 도지-하락후,020150,롯데에너지머티리얼즈,2024-05-27,False,5.25,0.0,0
S1 도지-하락후,020150,롯데에너지머티리얼즈,2025-05-22,True,4.5,1.372,10
S1 도지-하락후,001800,오리온홀딩스,2024-12-09,True,3.11,0.734,5
S1 도지-하락후,035900,JYP Ent.,2024-01-17,False,4.6,0.0,0
S1 도지-하락후,097230,HJ중공업,2026-02-27,True,4.82,-1.062,1
S1 도지-하락후,001430,세아베스틸지주,2024-03-06,False,6.44,0.0,0
S1 도지-하락후,089860,롯데렌탈,2026-03-04,True,6.08,0.02,5
S1 도지-하락후,298020,효성티앤씨,2025-05-22,True,3.48,1.364,6
S1 도지-하락후,420770,기가비스,2023-11-15,True,6.05,0.45,3
S1 도지-하락후,420770,기가비스,2024-08-07,False,7.91,0.0,0
S1 도지-하락후,001120,LX인터내셔널,2025-02-27,False,3.18,0.0,0
S1 도지-하락후,218410,RFHIC,2025-08-20,True,7.13,0.559,5
S1 도지-하락후,181710,NHN,2026-01-19,True,5.0,0.696,10
S1 도지-하락후,192080,더블유게임즈,2024-08-06,False,5.2,0.0,0
S1 도지-하락후,082640,동양생명,2024-03-28,False,5.56,0.0,0
S1 도지-하락후,005070,코스모신소재,2025-05-22,False,5.71,0.0,0
S1 도지-하락후,017960,한국카본,2026-01-05,True,4.48,3.8,7
S1 도지-하락후,280360,롯데웰푸드,2024-11-15,True,5.23,0.893,5
S1 도지-하락후,166090,하나머티리얼즈,2024-07-18,True,5.41,-1.055,2
S1 도지-하락후,166090,하나머티리얼즈,2024-08-09,True,7.64,-0.563,5
S1 도지-하락후,183300,코미코,2025-11-03,True,5.16,0.442,2
S1 도지-하락후,000210,DL,2024-08-07,False,6.02,0.0,0
S1 도지-하락후,000210,DL,2024-11-14,False,4.69,0.0,0
S1 도지-하락후,003240,태광산업,2025-08-20,True,3.46,-1.087,5
S1 도지-하락후,009450,경동나비엔,2024-05-07,True,4.31,0.451,5
S1 도지-하락후,009450,경동나비엔,2024-07-01,False,4.42,0.0,0
S1 도지-하락후,009450,경동나비엔,2025-02-03,True,6.47,-1.046,4
S1 도지-하락후,032350,롯데관광개발,2024-12-06,False,6.26,0.0,0
S1 도지-하락후,032350,롯데관광개발,2025-07-23,True,5.1,-1.059,3
S1 도지-하락후,032350,롯데관광개발,2026-04-01,False,6.31,0.0,0
S1 도지-하락후,241710,코스메카코리아,2023-10-06,True,7.81,2.411,7
S1 도지-하락후,195870,해성디에스,2024-08-08,True,6.41,0.896,6
S1 도지-하락후,195870,해성디에스,2024-10-29,True,3.37,0.381,7
S1 도지-하락후,252990,샘씨엔에스,2025-04-04,False,6.97,0.0,0
S1 도지-하락후,101490,에스앤에스텍,2024-05-27,True,4.4,0.432,3
S1 도지-하락후,006120,SK디스커버리,2026-01-30,False,4.27,0.0,0
S1 도지-하락후,083450,GST,2024-11-13,True,5.2,0.442,4
S1 도지-하락후,085660,차바이오텍,2024-11-13,False,5.51,0.0,0
S1 도지-하락후,281740,레이크머티리얼즈,2024-11-15,True,7.68,-0.164,5
S1 도지-하락후,281740,레이크머티리얼즈,2024-12-06,False,6.77,0.0,0
S1 도지-하락후,213420,덕산네오룩스,2024-02-06,True,5.09,-1.059,4
S1 도지-하락후,388720,유일로보틱스,2025-09-25,False,7.64,0.0,0
S1 도지-하락후,417200,LS머트리얼즈,2024-11-15,True,7.7,-0.529,5
S1 도지-하락후,417200,LS머트리얼즈,2024-12-04,False,4.26,0.0,0
S1 도지-하락후,466100,클로봇,2026-04-07,True,7.97,0.486,4
S1 도지-하락후,298050,HS효성첨단소재,2025-11-03,True,3.32,0.992,5
S1 도지-하락후,122870,와이지엔터테인먼트,2026-05-08,False,3.62,0.0,0
S1 도지-하락후,056190,SFA,2024-02-28,True,6.23,0.4,5
S1 도지-하락후,035760,CJ ENM,2024-09-19,False,6.37,0.0,0
S1 도지-하락후,035760,CJ ENM,2024-11-12,True,4.95,0.439,3
S1 도지-하락후,071320,지역난방공사,2025-08-20,True,6.52,0.474,5
S1 도지-하락후,006110,삼아알미늄,2025-02-06,False,6.2,0.0,0
S1 도지-하락후,036530,SNT홀딩스,2025-11-04,False,7.55,0.0,0
S1 도지-하락후,036530,SNT홀딩스,2026-06-05,False,4.91,0.0,0
S1 도지-하락후,137400,피엔티,2023-10-27,False,5.75,0.0,0
S1 도지-하락후,137400,피엔티,2025-05-19,False,4.75,0.0,0
S1 도지-하락후,003850,보령,2024-05-28,False,4.49,0.0,0
S1 도지-하락후,036830,솔브레인홀딩스,2026-07-09,True,7.91,-1.038,3
S1 도지-하락후,032190,다우데이타,2025-11-05,True,5.91,0.701,7
S1 도지-하락후,004490,세방전지,2023-07-26,False,6.4,0.0,0
S1 도지-하락후,004490,세방전지,2024-05-21,False,6.45,0.0,0
S1 도지-하락후,014620,성광벤드,2026-07-31,True,6.85,-1.044,1
S1 도지-하락후,285130,SK케미칼,2025-12-29,False,3.22,0.0,0
S1 도지-하락후,253450,스튜디오드래곤,2026-03-05,True,6.29,-0.491,5
S1 도지-하락후,248070,솔루엠,2025-08-21,True,5.56,0.446,4
S1 도지-하락후,000670,영풍,2026-05-14,True,5.2,-1.058,1
S1 도지-하락후,000670,영풍,2026-06-10,True,5.54,0.799,5
S1 도지-하락후,032500,케이엠더블유,2025-08-20,True,3.83,1.204,5
S1 도지-하락후,102710,이엔에프테크놀로지,2024-07-18,True,5.87,-1.051,5
S1 도지-하락후,093320,케이아이엔엑스,2024-08-09,False,4.94,0.0,0
S1 도지-하락후,005690,파미셀,2023-12-06,False,4.14,0.0,0
S1 도지-하락후,005690,파미셀,2023-12-14,True,4.54,1.772,13
S1 도지-하락후,048410,현대바이오,2025-02-06,True,5.94,-1.05,2
S1 도지-하락후,356860,티엘비,2024-07-18,False,7.42,0.0,0
S1 도지-하락후,053800,안랩,2026-07-20,True,3.62,0.519,6
S1 도지-하락후,005880,대한해운,2025-04-03,True,3.06,-1.15,1
S1 도지-하락후,014820,동원시스템즈,2026-05-08,False,5.7,0.0,0
S1 도지-하락후,014820,동원시스템즈,2026-06-24,False,6.14,0.0,0
S1 도지-하락후,002350,넥센타이어,2025-03-04,True,4.74,-0.026,5
S1 도지-하락후,052020,에스티큐브,2024-01-12,False,6.66,0.0,0
S1 도지-하락후,251970,펌텍코리아,2024-03-18,False,4.73,0.0,0
S1 도지-하락후,178920,PI첨단소재,2024-04-11,False,3.89,0.0,0
S1 도지-하락후,001060,JW중외제약,2024-02-01,True,4.25,1.81,9
S1 도지-하락후,016380,KG스틸,2024-12-06,False,6.3,0.0,0
S1 도지-하락후,010780,아이에스동서,2024-01-19,False,5.36,0.0,0
S1 도지-하락후,006650,대한유화,2026-07-09,True,6.64,0.455,3
S1 도지-하락후,358570,지아이이노베이션,2024-02-22,True,5.56,0.937,5
S1 도지-하락후,086900,메디톡스,2024-02-27,False,7.53,0.0,0
S1 도지-하락후,082270,젬백스,2024-06-13,False,4.51,0.0,0
S1 도지-하락후,112040,위메이드,2025-12-19,False,4.29,0.0,0
S1 도지-하락후,033240,자화전자,2023-12-07,True,5.05,1.256,5
S1 도지-하락후,033240,자화전자,2024-11-13,False,4.33,0.0,0
S1 도지-하락후,033240,자화전자,2024-11-14,False,4.87,0.0,0
S1 도지-하락후,033240,자화전자,2024-11-20,True,5.75,-0.71,5
S1 도지-하락후,383310,에코프로에이치엔,2023-10-26,True,5.15,-1.058,4
S1 도지-하락후,099190,아이센스,2025-12-05,False,2.61,0.0,0
S1 도지-하락후,214430,아이쓰리시스템,2023-12-05,True,4.33,0.982,7
S1 도지-하락후,214430,아이쓰리시스템,2025-08-13,True,6.03,-1.05,2
S1 도지-하락후,214430,아이쓰리시스템,2025-11-24,True,7.59,-0.066,5
S1 도지-하락후,001530,DI동일,2024-04-26,True,6.46,0.573,5
S1 도지-하락후,219130,타이거일렉,2024-07-02,False,6.96,0.0,0
S1 도지-하락후,219130,타이거일렉,2025-10-27,False,7.03,0.0,0
S1 도지-하락후,249420,일동제약,2026-05-12,True,7.74,0.186,2
S1 도지-하락후,067160,SOOP,2026-06-11,True,4.84,0.795,5
S1 도지-하락후,144960,뉴파워프라즈마,2023-07-14,True,5.68,-1.053,4
S1 도지-하락후,001500,현대차증권,2025-11-06,False,4.74,0.0,0
S1 도지-하락후,460860,동국제강,2025-07-31,False,6.08,0.0,0
S1 도지-하락후,039130,하나투어,2024-03-29,False,3.66,0.0,0
S1 도지-하락후,036810,에프에스티,2026-05-14,False,7.58,0.0,0
S1 도지-하락후,101160,월덱스,2025-09-29,True,3.83,1.473,6
S1 도지-하락후,376300,디어유,2023-12-04,False,4.62,0.0,0
S1 도지-하락후,376300,디어유,2026-06-26,True,6.34,0.923,8
S1 도지-하락후,018290,브이티,2023-11-24,False,6.85,0.0,0
S1 도지-하락후,018290,브이티,2026-03-09,True,5.52,0.545,3
S1 도지-하락후,003030,세아제강지주,2024-04-22,False,4.72,0.0,0
S1 도지-하락후,003030,세아제강지주,2025-09-17,False,2.74,0.0,0
S1 도지-하락후,019170,신풍제약,2024-06-14,True,5.8,0.448,3
S1 도지-하락후,365340,성일하이텍,2024-12-09,False,6.61,0.0,0
S1 도지-하락후,365340,성일하이텍,2026-07-09,True,7.88,-1.038,3
S2 도지-추세눌림,373220,LG에너지솔루션,2024-11-14,False,5.12,0.0,0
S2 도지-추세눌림,373220,LG에너지솔루션,2025-12-11,False,3.65,0.0,0
S2 도지-추세눌림,402340,SK스퀘어,2024-01-23,True,2.87,-1.105,2
S2 도지-추세눌림,402340,SK스퀘어,2024-01-29,True,3.62,3.469,9
S2 도지-추세눌림,005930,삼성전자,2025-11-05,True,5.96,0.097,5
S2 도지-추세눌림,000660,SK하이닉스,2023-10-06,True,2.77,0.756,9
S2 도지-추세눌림,207940,삼성바이오로직스,2024-03-07,True,3.7,0.608,4
S2 도지-추세눌림,207940,삼성바이오로직스,2025-09-12,True,1.68,-1.179,3
S2 도지-추세눌림,105560,KB금융,2025-10-02,False,3.87,0.0,0
S2 도지-추세눌림,329180,HD현대중공업,2025-06-09,False,5.54,0.0,0
S2 도지-추세눌림,028260,삼성물산,2026-03-20,False,4.85,0.0,0
S2 도지-추세눌림,012450,한화에어로스페이스,2026-04-02,False,7.44,0.0,0
S2 도지-추세눌림,012450,한화에어로스페이스,2026-04-24,False,6.4,0.0,0
S2 도지-추세눌림,012450,한화에어로스페이스,2026-04-30,True,6.19,-1.049,3
S2 도지-추세눌림,032830,삼성생명,2023-10-26,False,2.46,0.0,0
S2 도지-추세눌림,032830,삼성생명,2025-10-10,False,3.41,0.0,0
S2 도지-추세눌림,032830,삼성생명,2026-01-19,True,6.19,1.422,9
S2 도지-추세눌림,032830,삼성생명,2026-04-30,True,3.11,3.044,6
S2 도지-추세눌림,000270,기아,2024-01-04,True,2.32,-1.129,1
S2 도지-추세눌림,034020,두산에너빌리티,2025-12-16,False,7.85,0.0,0
S2 도지-추세눌림,055550,신한지주,2023-12-14,True,2.67,0.844,7
S2 도지-추세눌림,055550,신한지주,2024-01-11,False,3.21,0.0,0
S2 도지-추세눌림,055550,신한지주,2024-09-24,True,3.48,-1.086,1
S2 도지-추세눌림,055550,신한지주,2025-09-26,True,2.13,0.614,6
S2 도지-추세눌림,055550,신한지주,2026-04-29,True,2.0,-1.15,2
S2 도지-추세눌림,055550,신한지주,2026-06-12,True,7.93,-0.555,5
S2 도지-추세눌림,012330,현대모비스,2024-11-14,False,4.13,0.0,0
S2 도지-추세눌림,086790,하나금융지주,2025-12-12,False,2.6,0.0,0
S2 도지-추세눌림,035420,NAVER,2023-09-07,False,4.1,0.0,0
S2 도지-추세눌림,009540,HD한국조선해양,2025-02-13,False,4.93,0.0,0
S2 도지-추세눌림,066570,LG전자,2025-09-11,True,1.74,1.546,7
S2 도지-추세눌림,066570,LG전자,2026-01-06,False,4.1,0.0,0
S2 도지-추세눌림,000810,삼성화재,2023-07-26,True,3.55,0.034,5
S2 도지-추세눌림,000810,삼성화재,2023-08-10,True,3.18,-0.219,5
S2 도지-추세눌림,000810,삼성화재,2024-05-31,True,5.08,-1.059,3
S2 도지-추세눌림,000810,삼성화재,2025-08-22,False,2.59,0.0,0
S2 도지-추세눌림,267260,HD현대일렉트릭,2023-12-14,True,4.63,0.176,5
S2 도지-추세눌림,267260,HD현대일렉트릭,2025-07-23,False,7.26,0.0,0
S2 도지-추세눌림,015760,한국전력,2025-06-04,True,5.3,-1.057,3
S2 도지-추세눌림,011200,HMM,2026-03-05,True,5.55,-1.054,2
S2 도지-추세눌림,010140,삼성중공업,2026-02-27,True,2.87,-1.105,1
S2 도지-추세눌림,051910,LG화학,2025-11-27,False,5.03,0.0,0
S2 도지-추세눌림,033780,KT&G,2024-05-07,False,1.81,0.0,0
S2 도지-추세눌림,033780,KT&G,2025-06-13,False,2.85,0.0,0
S2 도지-추세눌림,033780,KT&G,2026-01-15,False,1.69,0.0,0
S2 도지-추세눌림,033780,KT&G,2026-06-11,True,3.26,-1.092,5
S2 도지-추세눌림,196170,알테오젠,2024-09-05,False,7.42,0.0,0
S2 도지-추세눌림,196170,알테오젠,2024-10-23,True,5.88,-0.457,5
S2 도지-추세눌림,196170,알테오젠,2025-08-29,True,4.56,1.184,10
S2 도지-추세눌림,017670,SK텔레콤,2023-11-21,False,3.31,0.0,0
S2 도지-추세눌림,017670,SK텔레콤,2024-02-05,False,2.14,0.0,0
S2 도지-추세눌림,017670,SK텔레콤,2024-07-12,False,1.49,0.0,0
S2 도지-추세눌림,017670,SK텔레콤,2026-05-13,False,7.17,0.0,0
S2 도지-추세눌림,267250,HD현대,2024-08-06,False,6.42,0.0,0
S2 도지-추세눌림,267250,HD현대,2025-08-28,True,6.18,-0.069,5
S2 도지-추세눌림,267250,HD현대,2026-04-16,False,5.81,0.0,0
S2 도지-추세눌림,024110,기업은행,2025-02-07,True,1.65,-1.182,2
S2 도지-추세눌림,024110,기업은행,2025-02-13,False,1.4,0.0,0
S2 도지-추세눌림,010950,S-Oil,2026-01-06,False,5.55,0.0,0
S2 도지-추세눌림,086280,현대글로비스,2023-12-13,False,3.02,0.0,0
S2 도지-추세눌림,086280,현대글로비스,2024-05-29,False,2.2,0.0,0
S2 도지-추세눌림,086280,현대글로비스,2024-10-31,True,5.73,-1.052,4
S2 도지-추세눌림,272210,한화시스템,2023-12-06,True,4.48,0.193,5
S2 도지-추세눌림,272210,한화시스템,2024-04-03,False,6.53,0.0,0
S2 도지-추세눌림,272210,한화시스템,2025-05-30,False,5.34,0.0,0
S2 도지-추세눌림,272210,한화시스템,2025-07-28,False,7.81,0.0,0
S2 도지-추세눌림,086520,에코프로,2023-08-31,False,6.83,0.0,0
S2 도지-추세눌림,030200,KT,2023-10-04,False,1.7,0.0,0
S2 도지-추세눌림,030200,KT,2023-12-26,False,2.52,0.0,0
S2 도지-추세눌림,030200,KT,2025-08-11,True,2.71,0.151,5
S2 도지-추세눌림,247540,에코프로비엠,2025-07-10,True,3.48,-0.255,5
S2 도지-추세눌림,071050,한국금융지주,2023-12-04,True,2.65,0.693,7
S2 도지-추세눌림,071050,한국금융지주,2025-02-25,False,2.82,0.0,0
S2 도지-추세눌림,071050,한국금융지주,2025-02-27,True,2.84,-1.106,1
S2 도지-추세눌림,071050,한국금융지주,2025-10-02,False,5.48,0.0,0
S2 도지-추세눌림,005830,DB손해보험,2024-09-19,False,5.94,0.0,0
S2 도지-추세눌림,323410,카카오뱅크,2024-03-14,False,2.84,0.0,0
S2 도지-추세눌림,005940,NH투자증권,2023-12-13,True,1.2,-1.25,1
S2 도지-추세눌림,005940,NH투자증권,2024-09-20,True,2.9,-1.104,3
S2 도지-추세눌림,005940,NH투자증권,2025-11-06,False,4.63,0.0,0
S2 도지-추세눌림,443060,HD현대마린솔루션,2025-07-22,False,3.64,0.0,0
S2 도지-추세눌림,443060,HD현대마린솔루션,2025-07-24,True,7.34,0.668,5
